2019-06-17 00:00:06,485 | INFO | Refreshing access_token
2019-06-17 00:00:27,589 | INFO | Refreshing access_token
2019-06-17 00:01:18,494 | INFO | Refreshing access_token
2019-06-17 00:02:01,497 | INFO | Refreshing access_token
2019-06-17 00:02:18,079 | INFO | Refreshing access_token
2019-06-17 00:03:46,064 | INFO | Refreshing access_token
2019-06-17 00:04:56,463 | INFO | Refreshing access_token
2019-06-17 00:05:43,058 | INFO | Refreshing access_token
2019-06-17 00:07:23,845 | INFO | Refreshing access_token
2019-06-17 00:08:52,640 | INFO | Refreshing access_token
2019-06-17 00:09:03,426 | INFO | Refreshing access_token
2019-06-17 00:09:44,651 | INFO | Refreshing access_token
2019-06-17 00:12:53,550 | INFO | Refreshing access_token
2019-06-17 00:15:21,123 | INFO | Refreshing access_token
2019-06-17 00:16:48,957 | INFO | Refreshing access_token
2019-06-17 00:17:48,806 | INFO | Refreshing access_token
